CB_m1_0h	CB_m2_0h	CB_m3_0h	CB_m4_6h_flag	CB_m5_6h_flag	CB_m6_6h_flag	CB_m7_6h_aCD3	CB_m8_6h_aCD3	CB_m9_6h_aCD3	CB_m10_24h_flag	CB_m11_24h_flag	CB_m12_24h_flag	CB_m13_24h_aCD3	CB_m14_24h_aCD3	CB_m15_24h_aCD3
ID=fig|208479.6.peg.4991;Name=hypothetical protein	21	8	93	51	6	2	14	1	11	45	14	2	0	0	0
ID=fig|208479.6.peg.4992;Name=hypothetical protein	21	12	186	117	18	10	54	3	7	97	23	0	0	6	0
ID=fig|208479.6.peg.4993;Name=hypothetical protein	5	2	45	62	4	10	20	8	2	14	18	0	2	0	0
ID=fig|208479.6.peg.4994;Name=hypothetical protein	22	4	33	33	3	1	7	2	1	10	6	0	0	0	0
ID=fig|208479.6.peg.4995;Name=N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28);Ontology_term=KEGG_ENZYME:3.5.1.28	25	10	134	97	13	5	26	4	3	78	16	0	0	0	2
ID=fig|208479.6.peg.4996;Name=hypothetical protein	15	4	56	13	6	0	4	0	0	15	4	0	0	2	0
ID=fig|208479.6.peg.4997;Name=hypothetical protein	74	20	311	345	50	22	119	12	20	191	84	4	2	4	0
ID=fig|208479.6.peg.4998;Name=hypothetical protein	29	0	72	79	12	4	14	0	4	32	8	0	0	2	0
ID=fig|208479.6.peg.4999;Name=hypothetical protein	8	0	41	36	12	0	19	0	3	28	12	4	2	2	0
ID=fig|208479.6.peg.5000;Name=hypothetical protein	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
ID=fig|208479.6.repeat.39;Name=repeat region	38	11	140	148	49	122	239	91	116	145	54	115	160	83	70
ID=fig|208479.6.peg.5001;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5002;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5003;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5004;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5005;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5006;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5007;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5008;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5009;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5010;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5011;Name=Malate permease	5	22	4	8	30	6	14	2	2	32	6	11	32	11	14
ID=fig|208479.6.peg.5012;Name=Formate dehydrogenase chain D (EC 1.2.1.2);Ontology_term=KEGG_ENZYME:1.2.1.2	33	88	54	20	47	29	56	26	28	92	52	49	98	55	70
ID=fig|208479.6.peg.5013;Name=NAD-dependent formate dehydrogenase alpha subunit	40	507	285	82	144	127	156	82	114	299	133	176	412	170	156
ID=fig|208479.6.peg.5014;Name=NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3);Ontology_term=KEGG_ENZYME:1.6.5.3	20	112	73	18	53	14	40	14	21	103	30	59	101	40	18
ID=fig|208479.6.peg.5015;Name=NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3);Ontology_term=KEGG_ENZYME:1.6.5.3	4	30	26	10	22	4	14	8	25	40	28	37	46	14	16
ID=fig|208479.6.peg.5016;Name=hypothetical protein	0	2	4	2	6	2	2	0	5	6	14	8	2	4	0
ID=fig|208479.6.peg.5017;Name=Sodium-dependent transporter%2C SNF family	8	8	8	4	14	6	10	8	8	8	16	16	14	10	2
ID=fig|208479.6.peg.5018;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ID=fig|208479.6.peg.5019;Name=Ferric iron ABC transporter%2C iron-binding protein	110	228	110	62	274	24	107	42	60	384	283	269	233	135	81
ID=fig|208479.6.peg.5020;Name=Ferric iron ABC transporter%2C permease protein	54	132	84	32	72	18	55	34	30	143	76	105	71	86	31
ID=fig|208479.6.peg.5021;Name=Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)	23	72	38	6	38	10	9	6	6	60	21	30	37	22	12
ID=fig|208479.6.peg.5022;Name=FIG00617238: hypothetical protein	9	52	34	6	34	8	27	2	4	53	46	28	27	33	7
ID=fig|208479.6.peg.5023;Name=Sodium-dependent tyrosine transporter	31	67	55	15	32	10	24	6	12	89	79	46	49	53	15
ID=fig|208479.6.peg.5024;Name=hypothetical protein	15	29	9	3	12	4	4	0	0	36	29	36	15	4	2
ID=fig|208479.6.peg.5025;Name=TRAP-type C4-dicarboxylate transport system%2C periplasmic component	6	115	40	8	26	20	26	10	18	36	30	48	8	80	6
ID=fig|208479.6.peg.5026;Name=hypothetical protein	8	88	24	8	32	16	7	16	23	10	18	28	2	69	4
ID=fig|208479.6.peg.5027;Name=TRAP-type C4-dicarboxylate transport system%2C large permease component	30	193	36	10	38	14	13	10	11	38	22	78	16	135	2
ID=fig|208479.6.peg.5028;Name=5-deoxy-glucuronate isomerase (EC 5.3.1.-);Ontology_term=KEGG_ENZYME:5.3.1.-	11	101	24	7	8	18	4	8	12	16	17	49	7	85	2
ID=fig|208479.6.peg.5029;Name=Glycerol dehydrogenase (EC 1.1.1.6);Ontology_term=KEGG_ENZYME:1.1.1.6	37	187	64	19	34	38	22	32	14	39	39	70	9	140	4
ID=fig|208479.6.peg.5030;Name=Starvation sensing protein RspA	18	117	55	24	18	40	14	10	20	31	22	79	4	119	2
ID=fig|208479.6.peg.5031;Name=2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125);Ontology_term=KEGG_ENZYME:1.1.1.127,KEGG_ENZYME:1.1.1.125	44	162	61	26	30	28	20	18	28	34	20	72	16	124	2
ID=fig|208479.6.peg.5032;Name=hypothetical protein	4	64	31	14	50	36	24	6	12	62	40	60	54	40	18
ID=fig|208479.6.peg.5033;Name=hypothetical protein	0	2	5	6	2	2	10	2	2	2	2	4	6	2	0
ID=fig|208479.6.peg.5034;Name=Transcriptional regulator%2C LysR family	4	42	43	26	42	51	119	31	19	16	12	59	36	16	30
ID=fig|208479.6.peg.5035;Name=hypothetical protein	39	115	175	101	111	144	595	177	103	36	26	221	165	78	82
ID=fig|208479.6.peg.5036;Name=Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	27	94	130	75	66	112	199	50	53	34	18	158	106	68	57
ID=fig|208479.6.peg.5037;Name=Molybdenum ABC transporter permease protein ModB	22	87	200	96	80	148	385	118	75	40	28	215	159	66	72
ID=fig|208479.6.peg.5038;Name=Molybdenum ABC transporter%2C substrate-binding protein ModA	64	146	216	114	125	163	372	144	92	60	32	331	203	100	101
ID=fig|208479.6.peg.5039;Name=hypothetical protein	17	46	20	23	38	27	57	24	35	32	12	48	55	24	12
ID=fig|208479.6.peg.5040;Name=hypothetical protein	53	12	4	8	2	5	5	4	4	10	18	8	4	4	6
ID=fig|208479.6.peg.5041;Name=hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ID=fig|208479.6.peg.5042;Name=hypothetical protein	13	6	14	4	10	8	23	2	2	14	26	8	8	12	2
ID=fig|208479.6.peg.5043;Name=4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14);Ontology_term=KEGG_ENZYME:4.1.3.16,KEGG_ENZYME:4.1.2.14	4	20	20	4	14	8	54	6	20	33	7	40	32	18	18
ID=fig|208479.6.peg.5044;Name=2-dehydro-3-deoxygluconokinase (EC 2.7.1.45);Ontology_term=KEGG_ENZYME:2.7.1.45	4	10	12	10	14	16	20	2	18	21	11	20	22	10	12
ID=fig|208479.6.peg.5045;Name=Transcriptional regulator%2C IclR family	6	16	10	6	16	30	28	6	18	38	8	32	26	12	26
ID=fig|208479.6.peg.5046;Name=FIG00527691: hypothetical protein	6	14	14	10	10	18	26	6	14	6	8	13	26	6	10
ID=fig|208479.6.peg.5047;Name=hypothetical protein	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5048;Name=1%2C3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211);Ontology_term=KEGG_ENZYME:2.4.1.211	18	37	12	10	42	26	64	6	4	24	18	40	16	28	18
ID=fig|208479.6.peg.5049;Name=ABC transporter%2C substrate-binding protein (cluster 1%2C maltose/g3p/polyamine/iron)	274	1057	934	650	943	1076	2089	618	676	989	591	1154	444	745	268
ID=fig|208479.6.peg.5050;Name=ABC transporter%2C permease protein 1 (cluster 1%2C maltose/g3p/polyamine/iron)	69	254	179	104	194	179	348	60	84	210	118	149	86	136	46
ID=fig|208479.6.peg.5051;Name=ABC transporter%2C permease protein 2 (cluster 1%2C maltose/g3p/polyamine/iron)	40	187	110	86	156	122	248	56	80	134	81	123	105	93	28
ID=fig|208479.6.peg.5052;Name=N-acetylhexosamine 1-kinase	83	211	138	125	195	142	321	90	109	199	116	178	96	205	40
ID=fig|208479.6.peg.5053;Name=N-acetylhexosamine 1-kinase (EC 2.7.1.162);Ontology_term=KEGG_ENZYME:2.7.1.162	193	426	311	237	394	381	700	164	201	250	219	357	165	381	85
ID=fig|208479.6.peg.5054;Name=Phosphate ABC transporter%2C periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	0	4	4	0	8	2	2	0	2	2	6	4	4	0	2
ID=fig|208479.6.peg.5055;Name=Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	0	2	2	2	6	4	8	0	4	8	2	0	0	0	2
ID=fig|208479.6.peg.5056;Name=Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	0	2	4	2	6	0	6	0	0	0	0	2	0	2	0
ID=fig|208479.6.peg.5057;Name=Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	0	0	2	0	2	2	0	0	0	4	2	2	0	0	0
ID=fig|208479.6.peg.5058;Name=Phosphate transport system regulatory protein PhoU	6	2	2	0	2	2	6	0	0	0	2	0	6	0	0
ID=fig|208479.6.peg.5059;Name=Unknown pentose isomerase ECA1953	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ID=fig|208479.6.peg.5060;Name=Ribose ABC transport system%2C periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	0	0	2	0	2	2	0	2	0	4	10	4	0	0	2
ID=fig|208479.6.peg.5061;Name=ABC transporter ATP-binding protein	0	0	0	0	2	2	0	0	0	0	10	0	0	0	0
ID=fig|208479.6.peg.5062;Name=Ribose ABC transport system%2C permease protein RbsC (TC 3.A.1.2.1)	0	4	2	0	2	2	2	0	0	12	4	4	4	2	2
ID=fig|208479.6.peg.5063;Name=Ribokinase (EC 2.7.1.15);Ontology_term=KEGG_ENZYME:2.7.1.15	1	2	0	2	2	2	0	2	1	4	2	4	2	2	0
ID=fig|208479.6.peg.5064;Name=Transcriptional repressor of the fructose operon%2C DeoR family	9	14	8	10	4	4	20	0	11	6	18	10	10	10	8
ID=fig|208479.6.peg.5065;Name=Transaldolase (EC 2.2.1.2);Ontology_term=KEGG_ENZYME:2.2.1.2	38	203	248	379	749	380	585	491	584	172	167	201	239	124	121
ID=fig|208479.6.peg.5066;Name=COG1349: Transcriptional regulators of sugar metabolism	16	52	36	23	58	45	57	36	40	38	29	42	35	44	35
ID=fig|208479.6.peg.5067;Name=hypothetical protein	10	64	52	33	74	61	111	66	66	64	32	70	49	42	40
ID=fig|208479.6.peg.5068;Name=Rhamnogalacturonides degradation protein RhiN	2	22	20	12	34	20	60	22	34	41	21	38	57	24	24
ID=fig|208479.6.peg.5069;Name=ABC transporter%2C substrate-binding protein (cluster 1%2C maltose/g3p/polyamine/iron)	20	98	109	110	104	122	337	209	181	65	94	168	250	96	102
ID=fig|208479.6.peg.5070;Name=hypothetical protein	6	9	5	1	10	12	10	6	12	9	5	9	14	7	2
ID=fig|208479.6.peg.5071;Name=hypothetical protein	2	17	7	9	8	19	40	21	27	11	11	18	37	7	6
ID=fig|208479.6.peg.5072;Name=ABC transporter%2C permease protein 1 (cluster 1%2C maltose/g3p/polyamine/iron)	7	51	46	28	49	34	126	59	78	32	66	72	136	51	31
ID=fig|208479.6.peg.5073;Name=ABC transporter%2C permease protein 2 (cluster 1%2C maltose/g3p/polyamine/iron)	15	42	42	27	55	35	141	78	118	24	21	80	173	41	43
ID=fig|208479.6.peg.5074;Name=Polygalacturonase (EC 3.2.1.15);Ontology_term=KEGG_ENZYME:3.2.1.15	34	37	14	23	43	49	70	41	55	36	23	52	52	48	10
ID=fig|208479.6.peg.5075;Name=Hexuronate utilization operon transcriptional repressor ExuR	12	47	38	25	41	30	60	38	25	49	43	70	51	24	20
ID=fig|208479.6.peg.5076;Name=Adenine phosphoribosyltransferase (EC 2.4.2.7);Ontology_term=KEGG_ENZYME:2.4.2.7	10	16	4	3	7	10	14	2	10	11	27	36	15	10	8
ID=fig|208479.6.peg.5077;Name=Glycerol-3-phosphate ABC transporter%2C periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	34	62	76	12	38	32	41	10	22	122	84	125	101	78	40
ID=fig|208479.6.peg.5078;Name=FIG00533812: hypothetical protein	38	130	86	18	38	32	56	26	28	130	89	121	77	74	44
ID=fig|208479.6.peg.5079;Name=Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5)%2C (p)ppGpp synthetase II;Ontology_term=KEGG_ENZYME:3.1.7.2,KEGG_ENZYME:2.7.6.5	84	234	151	56	179	66	205	48	76	284	207	242	259	150	94
ID=fig|208479.6.peg.5080;Name=MBL-fold metallo-hydrolase superfamily	10	80	53	30	63	28	70	22	34	107	64	94	121	48	34
ID=fig|208479.6.peg.5081;Name=Hypothetical radical SAM family enzyme%2C NOT coproporphyrinogen III oxidase%2C oxygen-independent	10	52	42	20	32	24	30	16	10	79	35	65	72	32	40
ID=fig|208479.6.peg.5082;Name=hypothetical protein	2	2	6	4	10	0	4	0	0	5	6	17	8	4	8
ID=fig|208479.6.peg.5083;Name=Histidyl-tRNA synthetase (EC 6.1.1.21);Ontology_term=KEGG_ENZYME:6.1.1.21	10	47	28	16	30	16	42	4	8	58	56	53	40	38	10
ID=fig|208479.6.peg.5084;Name=Aspartyl-tRNA synthetase (EC 6.1.1.12);Ontology_term=KEGG_ENZYME:6.1.1.12	38	125	58	26	76	34	69	10	22	132	85	102	100	50	40
ID=fig|208479.6.peg.5085;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5086;Name=Cadmium efflux system accessory protein	2	2	10	2	10	5	16	6	0	11	16	217	4	22	4
ID=fig|208479.6.peg.5087;Name=Heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase:Heavy metal translocating P-type ATPase	0	7	9	2	10	1	7	4	2	12	2	191	0	21	0
ID=fig|208479.6.peg.5088;Name=Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4);Ontology_term=KEGG_ENZYME:3.6.3.3,KEGG_ENZYME:3.6.3.5,KEGG_ENZYME:3.6.3.4	20	43	153	40	84	120	61	74	20	179	60	1496	32	389	22
ID=fig|208479.6.peg.5089;Name=Uncharacterized nitroreductase family protein CT0345	10	38	62	10	34	22	34	8	24	81	52	91	68	30	36
ID=fig|208479.6.peg.5090;Name=Iron-dependent repressor	4	42	26	14	22	18	39	10	8	31	42	45	50	12	32
ID=fig|208479.6.peg.5091;Name=hypothetical protein	8	8	14	12	6	12	8	10	14	54	26	130	2	20	2
ID=fig|208479.6.peg.5092;Name=Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1)	16	42	12	14	50	18	32	8	10	53	11	29	42	12	6
ID=fig|208479.6.peg.5093;Name=Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)	10	18	8	10	4	5	18	12	6	19	13	11	12	10	2
ID=fig|208479.6.peg.5094;Name=Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1)	30	20	14	16	10	12	32	10	10	18	14	17	28	32	6
ID=fig|208479.6.peg.5095;Name=Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)	4	14	0	18	9	6	22	2	2	16	0	2	15	4	6
ID=fig|208479.6.peg.5096;Name=Transcriptional regulator%2C MerR family%2C near polyamine transporter	4	4	0	4	6	4	14	4	2	6	14	2	14	0	2
ID=fig|208479.6.peg.5097;Name=6-phosphogluconolactonase (EC 3.1.1.31);Ontology_term=KEGG_ENZYME:3.1.1.31	36	94	87	40	67	75	141	60	84	115	91	123	99	89	68
ID=fig|208479.6.peg.5098;Name=Chorismate synthase (EC 4.2.3.5);Ontology_term=KEGG_ENZYME:4.2.3.5	68	166	128	54	118	117	189	96	82	160	83	195	120	116	88
ID=fig|208479.6.peg.5099;Name=Ribose 5-phosphate isomerase B (EC 5.3.1.6);Ontology_term=KEGG_ENZYME:5.3.1.6	20	73	55	16	33	36	48	24	36	76	46	67	75	29	20
ID=fig|208479.6.peg.5100;Name=Rubrerythrin	142	327	292	341	420	324	711	482	458	425	337	560	494	446	311
ID=fig|208479.6.peg.5101;Name=hypothetical protein	2	4	3	14	6	2	10	6	18	21	5	2	41	4	9
ID=fig|208479.6.peg.5102;Name=Reverse rubrerythrin	23	43	37	190	129	131	276	229	119	273	49	88	286	65	72
ID=fig|208479.6.repeat.40;Name=repeat region	18	34	22	97	58	70	146	91	59	110	27	62	209	48	36
ID=fig|208479.6.peg.5103;Name=hypothetical protein	4	6	0	29	8	15	31	21	16	26	8	23	55	3	5
ID=fig|208479.6.peg.5104;Name=Reverse rubrerythrin	2	7	5	17	8	8	23	8	10	17	3	11	55	6	4
ID=fig|208479.6.repeat.41;Name=repeat region	11	8	2	25	32	20	41	13	17	45	1	7	51	5	11
ID=fig|208479.6.peg.5105;Name=hypothetical protein	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0
ID=fig|208479.6.peg.5106;Name=hypothetical protein	6	8	6	8	12	4	6	4	4	12	18	2	28	6	8
ID=fig|208479.6.peg.5107;Name=Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-);Ontology_term=KEGG_ENZYME:2.3.1.-	21	26	25	16	25	14	19	8	12	29	22	18	39	15	10
ID=fig|208479.6.peg.5108;Name=hypothetical protein	3	7	8	6	7	4	4	6	2	3	8	12	10	9	8
ID=fig|208479.6.peg.5109;Name=Diaminopimelate decarboxylase (EC 4.1.1.20);Ontology_term=KEGG_ENZYME:4.1.1.20	9	27	22	12	24	19	14	6	14	36	34	14	36	18	8
ID=fig|208479.6.peg.5110;Name=Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);Ontology_term=KEGG_ENZYME:6.2.1.3	5	43	10	16	38	9	40	6	12	30	26	27	42	12	10
ID=fig|208479.6.peg.5111;Name=Reverse rubrerythrin	19	22	11	29	30	11	48	40	13	57	16	37	46	19	17
ID=fig|208479.6.repeat.42;Name=repeat region	49	101	41	120	97	83	186	84	139	251	86	95	232	45	52
ID=fig|208479.6.peg.5112;Name=Peroxide stress regulator PerR%2C FUR family	187	209	149	277	253	254	400	284	206	389	142	247	513	290	144
ID=fig|208479.6.peg.5113;Name=Transcriptional regulator%2C LysR family	5	60	46	24	14	22	38	30	16	69	41	42	59	24	39
ID=fig|208479.6.peg.5114;Name=putative histidinol phosphatase and related hydrolases of the PHP family	17	36	18	14	18	12	22	6	12	65	27	26	43	20	11
ID=fig|208479.6.peg.5115;Name=SSU ribosomal protein S1p	32	92	114	20	73	45	74	30	45	141	145	229	106	52	56
ID=fig|208479.6.peg.5116;Name=GTP pyrophosphokinase (EC 2.7.6.5);Ontology_term=KEGG_ENZYME:2.7.6.5	109	214	132	74	107	73	144	35	81	285	189	322	255	146	99
ID=fig|208479.6.peg.5117;Name=Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46);Ontology_term=KEGG_ENZYME:3.1.4.46	19	42	22	10	20	14	24	8	4	42	16	39	36	22	26
ID=fig|208479.6.peg.5118;Name=D-aminoacyl-tRNA deacylase (EC 3.1.1.96);Ontology_term=KEGG_ENZYME:3.1.1.96	2	0	0	2	0	0	0	0	2	0	5	10	6	0	0
ID=fig|208479.6.peg.5119;Name=hypothetical protein	0	6	3	4	4	2	2	0	3	3	1	11	2	2	6
ID=fig|208479.6.peg.5120;Name=hypothetical protein%2C conserved	28	50	25	16	18	30	26	16	15	23	12	35	28	26	20
ID=fig|208479.6.peg.5121;Name=FIG00262664: hypothetical protein	34	64	38	28	38	38	52	12	22	44	40	78	68	56	16
ID=fig|208479.6.peg.5122;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5123;Name=sodium:dicarboxylate symporter	8	14	8	26	64	12	32	10	8	18	4	10	0	4	6
ID=fig|208479.6.peg.5124;Name=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID=fig|208479.6.peg.5125;Name=Aminobenzoyl-glutamate transport protein	10	4	8	0	2	4	4	2	0	4	4	6	6	6	0
ID=fig|208479.6.peg.5126;Name=Multi antimicrobial extrusion protein (Na(+)/drug antiporter)%2C MATE family of MDR efflux pumps	0	4	0	2	2	0	2	0	2	2	8	2	4	0	2
ID=fig|208479.6.peg.5127;Name=Metal-dependent hydrolase	6	28	4	8	17	18	14	13	10	16	18	49	10	14	10
ID=fig|208479.6.peg.5128;Name=Dihydroorotase (EC 3.5.2.3);Ontology_term=KEGG_ENZYME:3.5.2.3	25	78	54	44	45	72	90	60	61	80	57	164	68	93	35
ID=fig|208479.6.peg.5129;Name=Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5);Ontology_term=KEGG_ENZYME:3.1.3.5	14	58	63	36	28	44	32	17	33	65	31	83	53	61	36
ID=fig|208479.6.peg.5130;Name=ABC transporter%2C substrate-binding protein (cluster 3%2C basic aa/glutamine/opines)	60	395	244	45	53	93	163	50	58	508	352	899	198	215	85
ID=fig|208479.6.peg.5131;Name=ABC transporter%2C permease protein (cluster 3%2C basic aa/glutamine/opines)	14	149	76	26	24	16	41	13	22	137	93	206	82	46	28
ID=fig|208479.6.peg.5132;Name=ABC transporter%2C ATP-binding protein (cluster 3%2C basic aa/glutamine/opines)	18	166	103	36	42	54	80	49	46	167	119	227	114	72	55
ID=fig|208479.6.peg.5133;Name=AroM protein	2	18	6	2	2	2	7	4	6	14	10	14	10	6	4
ID=fig|208479.6.peg.5134;Name=hypothetical protein	88	242	186	44	90	114	136	74	120	247	134	176	153	248	46
ID=fig|208479.6.peg.5135;Name=Dipeptide-binding ABC transporter%2C periplasmic substrate-binding component (TC 3.A.1.5.2)	46	273	209	42	76	91	114	80	104	186	116	214	109	250	49
ID=fig|208479.6.peg.5136;Name=Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	28	129	102	16	25	26	30	20	22	87	36	73	26	97	11
ID=fig|208479.6.peg.5137;Name=ABC transporter%2C permease protein 2 (cluster 5%2C nickel/peptides/opines)	31	100	85	14	23	19	19	16	32	77	32	75	23	73	18
ID=fig|208479.6.peg.5138;Name=N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14);Ontology_term=KEGG_ENZYME:3.5.1.14	27	112	80	12	24	26	29	10	20	87	34	78	39	82	16
ID=fig|208479.6.peg.5139;Name=ABC transporter%2C ATP-binding protein (cluster 5%2C nickel/peptides/opines)	17	146	78	20	16	42	32	14	28	90	58	59	46	112	20
ID=fig|208479.6.peg.5140;Name=ABC transporter%2C ATP-binding protein (cluster 5%2C nickel/peptides/opines)	13	149	90	12	22	28	26	20	22	81	40	36	31	63	17
ID=fig|208479.6.peg.5141;Name=Acetylornithine deacetylase (EC 3.5.1.16);Ontology_term=KEGG_ENZYME:3.5.1.16	15	150	65	12	22	32	41	34	41	97	44	74	34	77	14
ID=fig|208479.6.peg.5142;Name=FIG01125393: hypothetical protein	17	147	93	14	51	35	67	41	38	85	90	94	42	97	28
ID=fig|208479.6.peg.5143;Name=hypothetical protein	14	94	56	24	51	43	72	27	43	64	40	64	42	100	22
ID=fig|208479.6.peg.5144;Name=hypothetical protein	3	2	2	0	0	0	0	0	0	1	0	4	2	5	2
ID=fig|208479.6.peg.5145;Name=hypothetical protein	11	24	18	8	10	4	8	12	8	40	30	40	20	16	6
ID=fig|208479.6.peg.5146;Name=Bis-ABC ATPase YbiT	38	117	98	56	178	48	150	36	61	224	118	103	150	43	94
ID=fig|208479.6.peg.5147;Name=S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS;Ontology_term=KEGG_ENZYME:4.4.1.21	4	15	12	4	7	4	7	2	2	20	6	8	10	16	6
ID=fig|208479.6.peg.5148;Name=Exodeoxyribonuclease III (EC 3.1.11.2);Ontology_term=KEGG_ENZYME:3.1.11.2	8	23	12	4	15	2	25	0	8	42	30	30	22	10	2
ID=fig|208479.6.peg.5149;Name=Bis-ABC ATPase Uup	36	74	36	26	78	28	66	24	30	58	58	96	84	48	21
ID=fig|208479.6.peg.5150;Name=Limit dextrin alpha-1%2C6-maltotetraose-hydrolase (EC 3.2.1.196);Ontology_term=KEGG_ENZYME:3.2.1.196	23	89	65	23	32	63	60	40	38	88	49	127	47	89	44
ID=fig|208479.6.peg.5151;Name=Putative peptidase	21	43	48	15	20	26	46	28	25	46	22	64	33	65	16
ID=fig|208479.6.peg.5152;Name=hypothetical protein	0	0	0	5	0	1	0	0	0	0	2	15	0	2	2
ID=fig|208479.6.peg.5153;Name=Probable cation-transporting ATPase	56	136	118	100	161	144	100	76	78	133	101	219	170	96	60
ID=fig|208479.6.peg.5154;Name=Fumarylacetoacetate hydrolase family protein	39	166	149	84	137	148	172	129	127	160	113	321	131	171	104
ID=fig|208479.6.peg.5155;Name=Methylglyoxal synthase (EC 4.2.3.3);Ontology_term=KEGG_ENZYME:4.2.3.3	14	111	63	40	49	72	69	39	94	108	68	178	66	103	54
ID=fig|208479.6.peg.5156;Name=1%2C4-alpha-glucan (glycogen) branching enzyme%2C GH-13-type (EC 2.4.1.18);Ontology_term=KEGG_ENZYME:2.4.1.18	109	460	316	222	372	458	592	380	419	557	274	1011	388	584	322
ID=fig|208479.6.peg.5157;Name=two-component sensor histidine kinase	4	16	12	2	14	8	16	10	0	23	11	34	14	14	12
ID=fig|208479.6.peg.5158;Name=DNA-binding response regulator%2C AraC family	0	6	0	0	10	0	8	2	2	11	15	8	6	2	6
ID=fig|208479.6.peg.5159;Name=TRAP-type C4-dicarboxylate transport system%2C periplasmic component	122	504	492	207	923	314	316	118	178	697	487	1011	509	414	161
ID=fig|208479.6.peg.5160;Name=TRAP-type transport system%2C small permease component%2C predicted N-acetylneuraminate transporter	6	42	32	39	90	51	56	18	25	82	39	92	44	38	11
ID=fig|208479.6.peg.5161;Name=TRAP-type C4-dicarboxylate transport system%2C large permease component	31	145	152	128	309	139	142	48	74	134	95	246	107	108	75
ID=fig|208479.6.peg.5162;Name=FIG00524757: hypothetical protein	4	17	20	18	28	12	10	4	5	26	18	35	22	20	6
