Superclass	Class	Subclass	Subsystem.Name	Role.ID	Role.Name	Active	Gene	Product	Organism
MEMBRANE TRANSPORT	Membrane Transport	Multidrug efflux systems	Tripartite multidrug efflux systems (of MFS type) in Gram-negative bacteria	Inner-membrane_proton/drug_antiporter_(MSF_type)_of_tripartite_multidrug_efflux_system	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	active	fig|823.92.peg.4042	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	PD
MEMBRANE TRANSPORT	Membrane Transport	Multidrug efflux systems	Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria TEMP	Membrane_fusion_component_of_MSF-type_tripartite_multidrug_efflux_system	Membrane fusion component of MSF-type tripartite multidrug efflux system	active	fig|823.92.peg.4043	Membrane fusion component of MSF-type tripartite multidrug efflux system	PD
MEMBRANE TRANSPORT	Membrane Transport	Multidrug efflux systems	Tripartite multidrug efflux systems (of MFS type) in Gram-negative bacteria	Membrane_fusion_component_of_MSF-type_tripartite_multidrug_efflux_system	Membrane fusion component of MSF-type tripartite multidrug efflux system	active	fig|823.92.peg.4043	Membrane fusion component of MSF-type tripartite multidrug efflux system	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4044	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4045	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4046	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Acetoin, butanediol metabolism	Acetoin_dehydrogenase_E1_component_alpha-subunit_(EC_2.3.1.190)	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	active	fig|823.92.peg.4047	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190) / Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Acetoin, butanediol metabolism	Acetoin_dehydrogenase_E1_component_beta-subunit_(EC_2.3.1.190)	Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	active	fig|823.92.peg.4047	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190) / Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins	Acetoin_dehydrogenase_E1_component_alpha-subunit_(EC_2.3.1.190)	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	active	fig|823.92.peg.4047	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190) / Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins	Acetoin_dehydrogenase_E1_component_beta-subunit_(EC_2.3.1.190)	Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	active	fig|823.92.peg.4047	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190) / Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Acetoin, butanediol metabolism	Dihydrolipoamide_acetyltransferase_component_(E2)_of_acetoin_dehydrogenase_complex_(EC_2.3.1.12)	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	active	fig|823.92.peg.4048	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoic acid metabolism	Dihydrolipoamide_acetyltransferase_component_(E2)_of_acetoin_dehydrogenase_complex_(EC_2.3.1.12)	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	active	fig|823.92.peg.4048	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins	Dihydrolipoamide_acetyltransferase_component_(E2)_of_acetoin_dehydrogenase_complex_(EC_2.3.1.12)	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	active	fig|823.92.peg.4048	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoic acid metabolism	Lipoate-protein_ligase_A	Lipoate-protein ligase A	active	fig|823.92.peg.4049	Lipoate-protein ligase A	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Acetoin, butanediol metabolism	Dihydrolipoamide_dehydrogenase_of_acetoin_dehydrogenase_(EC_1.8.1.4)	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	active	fig|823.92.peg.4050	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins	Dihydrolipoamide_dehydrogenase_of_acetoin_dehydrogenase_(EC_1.8.1.4)	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	active	fig|823.92.peg.4050	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4051	NA	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L28p	LSU ribosomal protein L28p	active	fig|823.92.peg.4052	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	LSU_ribosomal_protein_L28p,_zinc-independent	LSU ribosomal protein L28p, zinc-independent	active	fig|823.92.peg.4052	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	LSU_ribosomal_protein_L28p	LSU ribosomal protein L28p	active	fig|823.92.peg.4052	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L33p	LSU ribosomal protein L33p	active	fig|823.92.peg.4053	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	LSU_ribosomal_protein_L33p	LSU ribosomal protein L33p	active	fig|823.92.peg.4053	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement	LSU_ribosomal_protein_L33p,_zinc-independent	LSU ribosomal protein L33p, zinc-independent	active	fig|823.92.peg.4053	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4054	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4055	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4056	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4057	NA	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Coenzyme A	Coenzyme A -- gjo	Phosphopantothenoylcysteine_synthetase_(EC_6.3.2.5)	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	likely	fig|823.92.peg.4058	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Coenzyme A	Coenzyme A -- gjo	Phosphopantothenoylcysteine_decarboxylase_(EC_4.1.1.36)	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	likely	fig|823.92.peg.4058	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4059	NA	PD
DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial	DNA_repair_protein_RecN	DNA repair protein RecN	active	fig|823.92.peg.4060	DNA repair protein RecN	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4061	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4062	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4063	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4064	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4065	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4066	NA	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Thymidine_kinase_(EC_2.7.1.21)	Thymidine kinase (EC 2.7.1.21)	active	fig|823.92.peg.4067	Thymidine kinase (EC 2.7.1.21)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4068	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4069	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4070	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle	Malate_dehydrogenase_(EC_1.1.1.37)	Malate dehydrogenase (EC 1.1.1.37)	likely	fig|823.92.peg.4071	Malate dehydrogenase (EC 1.1.1.37)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4072	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4073	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4074	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4075	NA	PD
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Nonmevalonate Branch of Isoprenoid Biosynthesis	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase_(EC_2.7.1.148)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	active	fig|823.92.peg.4076	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4077	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4078	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4079	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4080	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4081	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4082	NA	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Dihydrofolate_synthase_(EC_6.3.2.12)	Dihydrofolate synthase (EC 6.3.2.12)	active	fig|823.92.peg.4083	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Folylpolyglutamate_synthase_(EC_6.3.2.17)	Folylpolyglutamate synthase (EC 6.3.2.17)	active	fig|823.92.peg.4083	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4084	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4085	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4086	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4087	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4088	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4089	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4090	NA	PD
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Inner membrane proteins of MarC family, not involved in antibiotic resistance	MarC_family_integral_membrane_protein	MarC family integral membrane protein	active	fig|823.92.peg.4091	MarC family integral membrane protein	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4092	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4093	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4094	NA	PD
MEMBRANE TRANSPORT	Membrane Transport	Lpt lipopolysaccharide transport system	Lpt lipopolysaccharide transport system	Lipopolysaccharide_export_system_permease_protein_LptG	Lipopolysaccharide export system permease protein LptG	active	fig|823.92.peg.4095	Lipopolysaccharide export system permease protein LptG	PD
RNA PROCESSING	RNA Processing	RNA processing and modification	Queuosine and archaeosine	Queuine_tRNA-ribosyltransferase_(EC_2.4.2.29)	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	active	fig|823.92.peg.4096	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4097	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4098	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4099	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4100	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4101	NA	PD
MEMBRANE TRANSPORT	Membrane Transport	Cation transporters	Trk and Ktr potassium uptake systems	KtrAB_potassium_uptake_system,_integral_membrane_component_KtrB	KtrAB potassium uptake system, integral membrane component KtrB	active	fig|823.92.peg.4102	KtrAB potassium uptake system, integral membrane component KtrB	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4103	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4104	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4105	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4106	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4107	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4108	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid	Pyruvate_formate-lyase_(EC_2.3.1.54)	Pyruvate formate-lyase (EC 2.3.1.54)	active	fig|823.92.peg.4109	Pyruvate formate-lyase (EC 2.3.1.54)	PD
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid	Pyruvate_formate-lyase_activating_enzyme_(EC_1.97.1.4)	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	active	fig|823.92.peg.4110	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4111	NA	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine synthesis	3'(2'),5'-bisphosphate_nucleotidase_(EC_3.1.3.7)	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	active	fig|823.92.peg.4112	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4113	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4114	NA	PD
METABOLISM	Metabolite damage and its repair or mitigation	Metabolite repair	Metabolite repair	Adenylylsulfate_kinase_(EC_2.7.1.25)	Adenylylsulfate kinase (EC 2.7.1.25)	active	fig|823.92.peg.4115	Adenylylsulfate kinase (EC 2.7.1.25)	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine synthesis	Adenylylsulfate_kinase_(EC_2.7.1.25)	Adenylylsulfate kinase (EC 2.7.1.25)	active	fig|823.92.peg.4115	Adenylylsulfate kinase (EC 2.7.1.25)	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine synthesis	Sulfate_adenylyltransferase_subunit_2_(EC_2.7.7.4)	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	active	fig|823.92.peg.4116	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine synthesis	Sulfate_adenylyltransferase_subunit_1_(EC_2.7.7.4)	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	active	fig|823.92.peg.4117	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4118	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4119	NA	PD
DNA PROCESSING	DNA Processing	DNA repair	DNA Repair Base Excision	DNA_ligase_(NAD(+))_(EC_6.5.1.2)	DNA ligase (NAD(+)) (EC 6.5.1.2)	active	fig|823.92.peg.4120	DNA ligase (NAD(+)) (EC 6.5.1.2)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4121	NA	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Peptidase clustering with DAP	4-hydroxy-tetrahydrodipicolinate_synthase_(EC_4.3.3.7)	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	active	fig|823.92.peg.4122	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway	4-hydroxy-tetrahydrodipicolinate_synthase_(EC_4.3.3.7)	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	active	fig|823.92.peg.4122	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	PD
METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Diaminopimelate Synthesis 	4-hydroxy-tetrahydrodipicolinate_synthase_(EC_4.3.3.7)	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	active	fig|823.92.peg.4122	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4123	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4124	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4125	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4126	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4127	NA	PD
METABOLISM	Phosphate Metabolism	High affinity phosphate transporter and control of PHO regulon	High affinity phosphate transporter and control of PHO regulon	Phosphate_regulon_sensor_protein_PhoR_(SphS)_(EC_2.7.13.3)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	active	fig|823.92.peg.4128	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	PD
METABOLISM	Phosphate Metabolism	High affinity phosphate transporter and control of PHO regulon	High affinity phosphate transporter and control of PHO regulon	Phosphate_regulon_transcriptional_regulatory_protein_PhoB_(SphR)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	active	fig|823.92.peg.4129	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4130	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4131	NA	PD
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Cold shock proteins of CSP family	Cold_shock_protein_of_CSP_family	Cold shock protein of CSP family	active	fig|823.92.peg.4132	hypothetical domain / Cold shock protein of CSP family	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Coenzyme A	Coenzyme A Biosynthesis cluster	3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	active	fig|823.92.peg.4133	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4134	NA	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, anaerobic	Cobyrinic_acid_a,c-diamide_synthetase_(EC_6.3.5.11)	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	active	fig|823.92.peg.4135	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Cobalamin synthesis	Cobyrinic_acid_a,c-diamide_synthetase_(EC_6.3.5.11)	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	active	fig|823.92.peg.4135	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4136	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4137	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4138	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4139	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4140	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4141	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4142	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4143	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4144	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4145	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4146	NA	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_E_(EC_3.6.3.14)	V-type ATP synthase subunit E (EC 3.6.3.14)	likely	fig|823.92.peg.4147	V-type ATP synthase subunit E (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_C_(EC_3.6.3.14)	V-type ATP synthase subunit C (EC 3.6.3.14)	likely	fig|823.92.peg.4148	V-type ATP synthase subunit C (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_A_(EC_3.6.3.14)	V-type ATP synthase subunit A (EC 3.6.3.14)	likely	fig|823.92.peg.4149	V-type ATP synthase subunit A (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_B_(EC_3.6.3.14)	V-type ATP synthase subunit B (EC 3.6.3.14)	likely	fig|823.92.peg.4150	V-type ATP synthase subunit B (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_D_(EC_3.6.3.14)	V-type ATP synthase subunit D (EC 3.6.3.14)	likely	fig|823.92.peg.4151	V-type ATP synthase subunit D (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_I_(EC_3.6.3.14)	V-type ATP synthase subunit I (EC 3.6.3.14)	likely	fig|823.92.peg.4152	V-type ATP synthase subunit I (EC 3.6.3.14)	PD
ENERGY	Respiration	ATP synthases	V-Type ATP synthase	V-type_ATP_synthase_subunit_K_(EC_3.6.3.14)	V-type ATP synthase subunit K (EC 3.6.3.14)	likely	fig|823.92.peg.4153	V-type ATP synthase subunit K (EC 3.6.3.14)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4154	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4155	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4156	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.repeat.77	NA	PD
CELL ENVELOPE	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Bacteroides capsular polysaccharide transcription antitermination proteins	Capsular_polysaccharide_transcription_antitermination_protein,_UpxY_family	Capsular polysaccharide transcription antitermination protein, UpxY family	active	fig|823.92.peg.4157	Capsular polysaccharide transcription antitermination protein, UpxY family	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4158	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4159	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4160	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4161	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4162	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4163	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4164	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4165	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4166	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4167	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4168	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4169	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4170	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.repeat.78	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4171	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4172	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4173	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4174	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4175	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4176	NA	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraQ	Conjugative transposon protein TraQ	active	fig|823.92.peg.4177	Conjugative transposon protein TraQ	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	DNA_primase,_TraP-type	DNA primase, TraP-type	active	fig|823.92.peg.4178	DNA primase, TraP-type	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraO	Conjugative transposon protein TraO	active	fig|823.92.peg.4179	Conjugative transposon protein TraO	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraN	Conjugative transposon protein TraN	active	fig|823.92.peg.4180	Conjugative transposon protein TraN	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraM	Conjugative transposon protein TraM	active	fig|823.92.peg.4181	Conjugative transposon protein TraM	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraL	Conjugative transposon protein TraL	active	fig|823.92.peg.4182	Conjugative transposon protein TraL	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative transposon, Bacteroidales	Conjugative_transposon_protein_TraK	Conjugative transposon protein TraK	active	fig|823.92.peg.4183	Conjugative transposon protein TraK	PD
